1,"films adapted from comic books have had plenty of success , whether they're about superheroes ( batman , superman , spawn ) , or geared toward kids ( casper ) or the arthouse crowd ( ghost world ) , but there's never really been a comic book like from hell before . for starters , it was created by alan moore ( and eddie campbell ) , who brought the medium to a whole new level in the mid '80s with a 12-part series called the watchmen . to say moore and campbell thoroughly researched the subject of jack the ripper would be like saying michael jackson is starting to look a little odd . the book ( or   graphic novel ,   if you will ) is over 500 pages long and includes nearly 30 more that consist of nothing but footnotes . in other words , don't dismiss this film because of its source . if you can get past the whole comic book thing , you might find another stumbling block in from hell's directors , albert and allen hughes . getting the hughes brothers to direct this seems almost as ludicrous as casting carrot top in , well , anything , but riddle me this : who better to direct a film that's set in the ghetto and features really violent street crime than the mad geniuses behind menace ii society ? the ghetto in question is , of course , whitechapel in 1888 london's east end . it's a filthy , sooty place where the whores ( called   unfortunates   ) are starting to get a little nervous about this mysterious psychopath who has been carving through their profession with surgical precision . when the first stiff turns up , copper peter godley ( robbie coltrane , the world is not enough ) calls in inspector frederick abberline ( johnny depp , blow ) to crack the case . abberline , a widower , has prophetic dreams he unsuccessfully tries to quell with copious amounts of absinthe and opium . upon arriving in whitechapel , he befriends an unfortunate named mary kelly ( heather graham , say it isn't so ) and proceeds to investigate the horribly gruesome crimes that even the polic",1
2,"every now and then a movie comes along from a suspect studio , with every indication that it will be a stinker , and to everybody's surprise ( perhaps even the studio ) the film becomes a critical darling . mtv films' _election , a high school comedy starring matthew broderick and reese witherspoon , is a current example . did anybody know this film existed a week before it opened ? the plot is deceptively simple . george washington carver high school is having student elections . tracy flick ( reese witherspoon ) is an over-achiever with her hand raised at nearly every question , way , way , high . mr .   m   ( matthew broderick ) , sick of the megalomaniac student , encourages paul , a popular-but-slow jock to run . and paul's nihilistic sister jumps in the race as well , for personal reasons . the dark side of such sleeper success is that , because expectations were so low going in , the fact that this was quality stuff made the reviews even more enthusiastic than they have any right to be . you can't help going in with the baggage of glowing reviews , which is in contrast to the negative baggage that the reviewers were likely to have . _election , a good film , does not live up to its hype . what makes _election_ so disappointing is that it contains significant plot details lifted directly from _rushmore_ , released a few months earlier . the similarities are staggering : tracy flick ( _election_ ) is the president of an extraordinary number of clubs , and is involved with the school play . max fischer ( _rushmore_ ) is the president of an extraordinary number of clubs , and is involved with the school play . the most significant tension of _election_ is the potential relationship between a teacher and his student . the most significant tension of _rushmore_ is the potential relationship between a teacher and his student . tracy flick is from a single parent home , which has contributed to her drive . max fischer is from a single parent home , which has contribu",1
3,"you've got mail works alot better than it deserves to . in order to make the film a success , all they had to do was cast two extremely popular and attractive stars , have them share the screen for about two hours and then collect the profits . no real acting was involved and there is not an original or inventive bone in it's body ( it's basically a complete re-shoot of the shop around the corner , only adding a few modern twists ) . essentially , it goes against and defies all concepts of good contemporary filmmaking . it's overly sentimental and at times terribly mushy , not to mention very manipulative . but oh , how enjoyable that manipulation is . but there must be something other than the casting and manipulation that makes the movie work as well as it does , because i absolutely hated the previous ryan/hanks teaming , sleepless in seattle . it couldn't have been the directing , because both films were helmed by the same woman . i haven't quite yet figured out what i liked so much about you've got mail , but then again , is that really important ? if you like something so much , why even question it ? again , the storyline is as cliched as they come . tom hanks plays joe fox , the insanely likeable owner of a discount book chain and meg ryan plays kathleen kelley , the even more insanely likeable proprietor of a family-run children's book shop called , in a nice homage , the shop around the corner . fox and kelley soon become bitter rivals because the new fox books store is opening up right across the block from the small business . little do they know , they are already in love with each other over the internet , only neither party knows the other person's true identity . the rest of the story isn't important because all it does is serve as a mere backdrop for the two stars to share the screen . sure , there are some mildly interesting subplots , but they all fail in comparison to the utter cuteness of the main relationship . all of this , of course , leads u",1
4,"  jaws   is a rare film that grabs your attention before it shows you a single image on screen . the movie opens with blackness , and only distant , alien-like underwater sounds . then it comes , the first ominous bars of composer john williams' now infamous score . dah-dum . from there , director steven spielberg wastes no time , taking us into the water on a midnight swim with a beautiful girl that turns deadly . right away he lets us know how vulnerable we all are floating in the ocean , and once   jaws   has attacked , it never relinquishes its grip . perhaps what is most outstanding about   jaws   is how spielberg builds the movie . he works it like a theatrical production , with a first act and a second act . unlike so many modern filmmakers , he has a great deal of restraint , and refuses to show us the shark until the middle of the second act . until then , he merely suggests its presence with creepy , subjective underwater shots and williams' music . he's building the tension bit by bit , so when it comes time for the climax , the shark's arrival is truly terrifying . he doesn't let us get bored with the imagery . the first act opens with police chief martin brody ( roy scheider ) , a new york cop who has taken an easy , peaceful job running the police station on amity island , a fictitious new england resort town where there hasn't been a murder or a gun fired in 25 years . the island is shaken up by several vicious great white shark attacks right before the fourth of july , and the mayor , larry vaughn ( murray hamilton ) , doesn't want to shut down the beaches because the island is reliant on summer tourist money . brody is joined by matt hooper ( richard dreyfuss ) , a young , ambitious shark expert from the marine institute . hooper is as fascinated by the shark as he is determined to help brody stop it -- his knowledge about the exact workings of the shark (   it's a perfect engine , an eating machine   ) make it that much more terrifying . when vaugh",1
5,"moviemaking is a lot like being the general manager of an nfl team in the post-salary cap era -- you've got to know how to allocate your resources . every dollar spent on a free-agent defensive tackle is one less dollar than you can spend on linebackers or safeties or centers . in the nfl , this leads to teams like the detroit lions , who boast a superstar running back with a huge contract , but can only field five guys named herb to block for him . in the movies , you end up with films like   spawn   , with a huge special-effects budget but not enough money to hire any recognizable actors . jackie chan is the barry sanders of moviemaking . he spins and darts across the screen like sanders cutting back through the defensive line . watching jackie in operation condor as he drives his motorcycle through the crowded streets of madrid , fleeing an armada of pursuers in identical black compact cars , is reminiscent of sanders running for daylight with the chicago bears in hot pursuit , except that sanders doesn't have to worry about rescuing runaway baby carriages . but like the lions star , jackie doesn't have anybody to block for him . almost every cent that's invested in a jackie chan movie goes for stunts , and as chan does his own stunts , the rest of the money goes to pay his hospital bills . this leaves about 75 cents to pay for things like directors ( chan directs ) , scripts and dubbing and supporting characters , not to mention the hideous title sequence . this also explains why the movie was shot in odd places like morocco and spain . ( chan's first release in this country ,   rumble in the bronx   , was supposedly set in new york , but was filmed in vancouver , and in the chase scenes the canadian rockies are clearly visible . ) heck , jackie doesn't even have enough money for a haircut , looks like , much less a personal hairstylist . in condor , chan plays the same character he's always played , himself , a mixture of bruce lee and tim allen , a master of b",1
6,"on june 30 , 1960 , a self-taught , idealistic , yet pragmatic , young man became , at age 36 , the first head of government of a newly independent african state , formerly the belgian congo . two months later , he was ousted from his powerful position and hunted by government troops until he was captured and brutally murdered along with two aides . this little-known story of this meteoric rise and fall is told my international filmmaker raoul peck in   lumumba .   patrice lumumba's ( eriq ebouaney ) story has been told previously by helmer peck in his 1991 award winning documentary ,   lumumba - death of a prophet ,   virtually guaranteeing that his new , fictional account of a patriot remains true to its subject . peck , with co-writer pascal bonitzer , begins at the end of the story of the young political leader . we watch as two white men perform the gruesome task of dismembering the bodies of three black men . images of hatchets , saws and fast-emptying whiskey bottles accompany the grisly image . jump back a few years to a meeting among the black leaders in the belgian-owned congo . a third class postal worker , lumumba , speaks his mind to heads of the most powerful tribes , proclaiming himself not tribal , not regional , but a national leader . his small , mobile party , the congolese national movement ( mnc ) is gaining prominence and patrice leaves his clerical job to sell beer , and get his face known , in the bustling capital , stanleyville . at a time when the colonial empires are falling down around the world , lumumba is in the right place at the right time and , through political savvy and chess-like manipulation , achieves a position of leadership of the mnc . as the date for independence approaches , he tactically positions himself to be the new nation's first prime minister and defense minister , supporting the presidency of joseph kasa vubu ( maka kotto ) . the coalition he created soon starts to fall apart as the former belgian masters continue ",1
7,"apparently , director tony kaye had a major battle with new line regarding his new film , american history x . i don't know the details of the fight , but it seems that he is not happy with the final product , and nearly removed his name from the credits altogether . i've heard about this kind of thing happening before , and it makes me wonder how much input a studio has over the films they produce . as it is , i found american history x to be an extremely good film , not just because of tony kaye's focused look at the touchy subject of racism , but because of a powerful , charismatic performance from edward norton . it's hard to believe that it has only been two years since norton's fantastic role in primal fear , but , here he is now , starring in his own film and making himself a star . norton is one of those performers who becomes his character , and his work in american history x is one of the very best performances this year . he plays a young man named derek vinyard , a skinhead living in venice beach with his brother , danny ( edward furlong ) , mother ( beverly d'angelo ) , and sister , davin ( jennifer lien ) . the film opens with a flashback , in which derek brutally kills two black men vandalizing his car . we find out that this lands him in prison , and the film from that point is seen through the eyes of danny . in the present-time of the film , danny is in high school , and eager to follow the footsteps of his brother . much of the film is told in flashback , and we see the path that leads to derek's adoption of white supremacy . when derek is released , having served three years in prison , he finds that his brother is now a full-blown skinhead ; derek , however , has given up the violence , and tries to get his brother to understand why racism and the violence that comes with it are bad things . what makes this all interesting is that these two young men are not stupid , thoughtless people -- they are intelligent and articulate , and voice their bel",1
8,"one of my colleagues was surprised when i told her i was willing to see betsy's wedding . and she was shocked to hear that i actually liked it . her reaction was understandable when you consider that the film revolves around molly ringwald , who hasn't made a worthwhile film since 1986 . but the fact is , betsy's wedding is also an alan alda film . and while ringwald has been making duds for the last four years , alda has been involved with several noteworthy projects , including crimes and misdemeanors and a new life . written and directed by alda , betsy's wedding is a vibrant slice-of-life , mixing a few dramatic moments into a big bowl of whimsical humor . alda's comic elixir is smooth and refreshing--and a welcome change of pace from the usual summer fare . as bride and groom , molly ringwald and dylan walsh are the pivotal characters in the film , but they are by far the least interesting . walsh is a nonentity , with all the screen presence of a door knob . ringwald is simply unbearable and is easily the weakest link in the chain . she looks hideous with her short-cropped orange hair , red lip-stick and grotesque outfits . she's supposed to be a dress designer , but she looks more like a clown . and to make matters worse , ringwald's performance matches her appearance . thankfully , alda keeps ringwald's screen time to a minimum ; he is far more interested in the colorful periphery characters . the wedding is just a device to bring together the bride's working-class , italian family and the groom's rich , gentile family . ringwald's folks are homey and down-to-earth , with alda as her free-spirited father , madeline kahn as her practical mother , and ally sheedy as her lonely sister . walsh's clan , on the other hand , is prim , proper and ostentatious . when the two families meet and mingle , the movie becomes a story of culture clash , or as one character puts it ,   money versus values .   ally sheedy , in a wonderfully understated performance , is one of ",1
9,"after bloody clashes and independence won , lumumba refused to pander to the belgians , who continued a condescending and paternalistic relationship with the congo . their officers , particularly general janssens ( rudi delhem ) in the force publique , the congo's army , caused rebellions , undermining lumumba , who was outraged at the rape and murder of belgian nationals . with unrest building , moise tshombe ( pascal nzonzi ) and the province of katanga , which contained 70 percent of the country's resources , proclaimed secession . lumumba replaced janssens , making mobutu a colonel , and went on a pacification tour with congolese president joseph kasa vubu ( maka kotto ) , but it was too late . 'when you want to drown a dog , you say it has rabies , ' prophesies lumumba of his own fate . peck and bonitzer do an exemplary job telling a complicated tale with a myriad of players , although they frequently succumb to cliche , particularly regarding lumumba's private life . peck's script illuminates bantu sayings like 'the hand that gives , rules' when lumumba uses it with the american ambassador . peck's direction is less assured , with many scenes unfortunately playing like standard television fare . he's served well , though , by his casting of ebouaney in the title role . ebouaney is dynamic , radiating his character's fierce passion for his people and his country . lumumba's intelligence and ability to strategize , even as he's cornered by insurmountable odds , are given life by ebouaney . peck's subject and lead actor elevate his film above its mediocre production .   lumumba   is a story that deserves to be told and ebouaney's performance makes the tragedy personally felt . ",1
10,"the american action film has been slowly drowning to death in a sea of asian wire-fu copycats . it's not a pretty death , and it's leaving the likes of schwartznager , stallone , and van damme wearing cement galoshes at the bottom of a kung fu sea . sometimes , the mix results in a mind-blowing spectacle unlike any other . quality action with amazing and exciting stunt work , as in 1999's the matrix , can be a real gem . but too often hollywood gets it wrong , even when they pay off chinese directors . flying ninjas and floating karate masters have been replaced by soaring bronx detectives and slow motion kicking scientists . mostly it's laughable . in hollywood's rush to emulate the success of the matrix , trademark asian stunt choreography has become more of a joke than an art form . but iron monkey , the latest asian import , shows us how to get it right . iron monkey ( actually a reissue of a 1993 film ) is the story of a 19th chinese vigilante ( rongguang yu ) , fighting with his own unique style of shaolin kung fu for the rights of the oppressed and the bellies of the hungry . but it is also a piece of the narrative of legendary chinese film hero wong fei-hong , most recently seen in one of the most overlooked , and possibly best films of 2000 , drunken master 2 ( released in the u . s . as the legend of drunken master ) . unlike drunken master 2 , which stars jackie chan as an adult fei-hong , iron monkey finds a much younger fei-hong ( sze-man tsang ) and his father wong kei-ying ( yen chi dan ) thrust into the middle of iron monkey's fight against oppression . iron monkey succeeds as no kung fu film since drunken master 2 . at times , fighting styles , especially that of monkey himself , do devolve into the ridiculous twinkle-toed floating of films like crouching tiger , hidden dragon , director yuen wo ping eventually remembers to bring his action scenes back to earth . iron monkey is at its heart a hardcore , kung fu action film rather than any kind of dr",1
